Date,Open,High,Low,Close,Volume,Dividends,Capital Gains,Daily Return
2018-04-23,12.318110764005551,12.32710229165131,11.940475177676513,11.949466705322266,354600,0.0,0.0,-3.20467098620052
2018-04-24,11.958458723455449,12.066354487192152,11.760649394531834,11.769640922546388,197700,0.0,0.0,-1.5048854246841437
2018-04-25,11.733677576053063,11.850564886812087,11.69771231562563,11.742669105529783,126400,0.0,0.0,-0.2291643151570821
2018-04-26,11.841571726013932,11.841571726013932,11.643762392173976,11.70670223236084,135300,0.0,0.0,-0.3062921457269718
2018-04-27,11.751657385589091,11.985431959524549,11.715692132482042,11.922492980957031,218300,0.0,0.0,1.84330945054434
2018-04-30,12.003416348591974,12.147277377005466,11.940476505551546,11.994424819946287,223900,0.0,0.0,0.6033288432557571
2018-05-01,11.886527993554642,12.34508476655002,11.886527993554642,12.273154258728027,401100,0.0,0.0,2.3238249683988244
2018-05-02,12.273154332866604,12.812634002269675,12.273154332866604,12.632807731628418,664300,0.0,0.0,2.9304078260454114
2018-05-03,12.767676740055093,12.794650465266992,12.372058959523264,12.533902168273926,278400,0.0,0.0,-0.7829262144698479
2018-05-04,12.336093994356297,12.524911790200298,12.336093994356297,12.41701602935791,129700,0.0,0.0,-0.9325598472587404
2018-05-07,12.434998801722902,12.587851351012109,12.345085234795372,12.399033546447754,277200,0.0,0.0,-0.1448212909417212
2018-05-08,12.264162726919588,12.318110175257145,11.976439858362108,12.02139663696289,544000,0.0,0.0,-3.0456963284291927
2018-05-09,12.012405673400728,12.33609380853129,11.98543194796627,12.282145500183104,196800,0.0,0.0,2.169039680618101
2018-05-10,12.399033546447756,12.461972528809431,12.30012930881093,12.399033546447754,151800,0.0,0.0,0.9516907796191189
2018-05-11,12.40802479000537,12.533902751841175,12.309119697158032,12.381051063537598,101400,0.0,0.0,-0.1450313271820102
2018-05-14,12.470962435948952,12.668771742989506,12.470962435948952,12.64179801940918,355800,0.0,0.0,2.106016319078808
2018-05-15,12.497938455858232,12.542895241738458,12.336095227160536,12.408025741577148,124300,0.0,0.0,-1.84920117749956
2018-05-16,12.327102087114234,12.461971569645671,12.318110559617669,12.426006317138672,87400,0.0,0.0,0.1449108499289586
2018-05-17,12.417015647121364,12.4439893721318,12.345084284628106,12.426006317138672,62400,0.0,0.0,0.0
2018-05-18,12.40802544750964,12.524912745036278,12.372060191153702,12.470964431762695,257100,0.0,0.0,0.3618066293915811
2018-05-21,12.497937578402045,12.60583419993112,12.497937578402045,12.569868087768556,203900,0.0,0.0,0.7930714304176689
2018-05-22,12.57885925638506,12.57885925638506,12.057362649639268,12.111310958862305,599500,0.0,0.0,-3.6480663576132666
2018-05-23,12.057363506707832,12.111311819765657,11.931485538705155,12.08433723449707,255200,0.0,0.0,-0.2227151499689328
2018-05-24,12.0124051093525,12.066353415167516,11.922492409633112,11.967449188232422,147000,0.0,0.0,-0.9672689862623928
2018-05-25,11.895520503919895,11.922495091635035,11.841573043448465,11.8595552444458,116800,0.0,0.0,-0.901561745444579
2018-05-29,11.796614267099528,11.91350155506561,11.71569223254768,11.751657485961914,198500,0.0,0.0,-0.9097959936939292
2018-05-30,11.778633718542771,12.192234619464347,11.778633718542771,12.14727783203125,357600,0.0,0.0,3.3665067803578363
2018-05-31,12.030389323570514,12.138285088122975,11.814597794465584,11.850563049316406,133000,0.0,0.0,-2.442644243572289
2018-06-01,11.922493640182632,12.06635466056528,11.850563129991311,12.012406349182127,238600,0.0,0.0,1.365701352688542
2018-06-04,12.111312155238773,12.426007941441618,12.075346898030466,12.408025741577148,236900,0.0,0.0,3.293423323312372
2018-06-05,12.426006403330494,12.902547074202802,12.426006403330494,12.839607238769531,950200,0.0,0.0,3.478244695658783
2018-06-06,12.938515210874858,13.26220255783101,12.929523681311768,13.226237297058104,863200,0.0,0.0,3.0112296357565738
2018-06-07,13.127331096251222,13.21724380610102,12.686755645313704,12.812634468078612,760400,0.0,0.0,-3.1271390319867365
2018-06-08,12.767678062676277,12.902548417665708,12.704739078168824,12.830617904663086,201400,0.0,0.0,0.1403570563827116
2018-06-11,12.830617897411754,12.974478923335692,12.8036433119415,12.884565353393556,303300,0.0,0.0,0.4204586959982936
2018-06-12,12.84859972637016,12.938513293719268,12.740703960038823,12.78566074371338,215200,0.0,0.0,-0.7676208468617496
2018-06-13,12.83061551121651,12.875571430347474,12.659779931593752,12.677762985229492,181700,0.0,0.0,-0.8438966170515649
2018-06-14,12.695746041392526,12.78565960070356,12.542893505051318,12.596841812133787,250400,0.0,0.0,-0.6382922065192531
2018-06-15,12.551885326965484,12.551885326965484,12.165258213328098,12.282145500183104,501300,0.0,0.0,-2.498215954792382
2018-06-18,12.156267830005644,12.21920680999756,12.048371210763374,12.21920680999756,273700,0.0,0.0,-0.5124405193262738
2018-06-19,11.97644109926761,12.021397882526466,11.850563135117998,11.95845890045166,449000,0.0,0.0,-2.1339184580504766
2018-06-20,11.931485834385228,12.084337533965035,11.8685459913448,11.994424819946287,143900,0.0,0.0,0.3007571443279344
2018-06-21,11.922494430504708,12.003416474203965,11.724685085626462,11.796615600585938,241900,0.0,0.0,-1.6491763659346348
2018-06-22,11.841570853305422,11.976440337018808,11.805605600483236,11.868544578552246,401500,0.0,0.0,0.6097424922681727
2018-06-25,11.913502053660224,11.913502053660224,11.55384950446598,11.571831703186035,514800,0.0,0.0,-2.4999937726349675
2018-06-26,11.517883300781252,11.670734978488433,11.445951939388308,11.51788330078125,800000,0.0,0.0,-0.4662045196347941
2018-06-27,11.374021912627551,11.553849037435,11.302091405696288,11.365031242370604,338000,0.0,0.0,-1.3270846250046375
2018-06-28,11.24814423779862,11.39200525528783,11.24814423779862,11.356040000915527,377000,0.0,0.0,-0.0791132137108241
2018-06-29,11.481918994627131,11.616788486205143,11.481918994627131,11.571831703186035,186100,0.0,0.0,1.9002372504245413
2018-07-02,11.445955076689588,11.49091186832798,11.374024553059952,11.481921195983888,274500,0.0,0.0,-0.7769773144677972
2018-07-03,11.571830463830114,11.697709271305996,11.571830463830114,11.580821990966797,160600,0.0,0.0,0.8613610326597909
2018-07-05,11.643761349302656,11.66174440416806,11.562839317366835,11.625779151916504,120100,0.0,0.0,0.3882035401699069
2018-07-06,11.652754570666986,11.814598658065494,11.652754570666986,11.796615600585938,129500,0.0,0.0,1.4694623597874878
2018-07-09,11.778630827293451,11.859551995834382,11.7336740508957,11.760647773742676,277600,0.0,0.0,-0.3048995411995547
2018-07-10,11.74266777218251,11.796615227958355,11.688719458927316,11.724684715270996,124600,0.0,0.0,-0.3057914764862945
2018-07-11,11.643763848814928,11.715694368759031,11.526876539535897,11.553851127624512,139200,0.0,0.0,-1.457042059510394
2018-07-12,11.54485759784609,11.661744886871674,11.508892344105854,11.526874542236328,236100,0.0,0.0,-0.2334856585064049
2018-07-13,11.463934711056623,11.61678724246905,11.463934711056623,11.607795715332031,183000,0.0,0.0,0.7020218082464114
2018-07-16,11.57183190549721,11.589814962010978,11.400997156013055,11.454944610595703,104100,0.0,0.0,-1.316796991305047
2018-07-17,11.38301447281053,11.54485855682488,11.38301447281053,11.49990177154541,157800,0.0,0.0,0.3924694747814206
2018-07-18,11.553851719613522,11.598807653772436,11.3920076127071,11.481921195983888,344800,0.0,0.0,-0.1563541664852619
2018-07-19,11.284111830029603,11.383016085674738,11.014371937612584,11.122267723083496,916200,0.0,0.0,-3.1323457700283552
2018-07-20,11.131257398040272,11.562840468006614,11.131257398040272,11.508893013000488,698000,0.0,0.0,3.4761372369645382
2018-07-23,11.499901308772015,11.499901308772015,11.293101305279498,11.34704875946045,118200,0.0,0.0,-1.4062538713082051
2018-07-24,11.463936433354425,11.562840674282954,11.33805760696228,11.392005920410156,560800,0.0,0.0,0.3962013551076504
2018-07-25,11.338056183517756,11.52687397066103,11.338056183517756,11.51788330078125,293100,0.0,0.0,1.1049623854703985
2018-07-26,11.553848368960738,12.084335612516451,11.526873787312727,12.02139663696289,922800,0.0,0.0,4.371578727034753
2018-07-27,12.066354487192152,12.075346015206703,11.62577990423078,11.769640922546388,371200,0.0,0.0,-2.0942301632608684
2018-07-30,11.895518884832889,11.895518884832889,11.68871888537403,11.769640922546388,253300,0.0,0.0,0.0
2018-07-31,11.805605601362148,11.913501359836742,11.706701370463586,11.841570854187012,220700,0.0,0.0,0.6111480555267779
2018-08-01,11.841573049323406,11.886529838058188,11.796616260588626,11.832581520080566,115800,0.0,0.0,-0.0759133582624915
2018-08-02,11.715692900254416,11.868545450346184,11.607797133862464,11.733675956726074,356100,0.0,0.0,-0.835874768212197
2018-08-03,11.78762263869614,11.99442348717113,11.751657385589091,11.922492980957031,193000,0.0,0.0,1.6091890122696073
2018-08-06,11.958459106418774,12.003415890451944,11.724684515429752,11.814598083496094,184200,0.0,0.0,-0.9049692680320298
2018-08-07,11.778632740425888,11.949467489509985,11.688719173026264,11.733675956726074,207000,0.0,0.0,-0.68493338663006
2018-08-08,11.652753543463966,11.697710325720491,11.57183150689808,11.661745071411133,189900,0.0,0.0,-0.6130294170405226
2018-08-09,11.62577943811548,11.670735361427196,11.598804855153322,11.616787910461426,110400,0.0,0.0,-0.3855097215246128
2018-08-10,11.59880408875371,11.643760866574146,11.463934612771611,11.472926139831545,167900,0.0,0.0,-1.2383954302921274
2018-08-13,11.392004780790378,11.409986978487888,11.149238680779506,11.203186988830566,283000,0.0,0.0,-2.351092892200357
2018-08-14,11.194195642624758,11.445952416824037,11.194195642624758,11.418978691101074,132100,0.0,0.0,1.9261635326237807
2018-08-15,11.302091417254717,11.31108294500014,11.005377861489984,11.086299896240234,262800,0.0,0.0,-2.9133848469311885
2018-08-16,11.149240292894095,11.284110653783577,11.149240292894095,11.212180137634276,287900,0.0,0.0,1.135457660104744
2018-08-17,11.239153574799705,11.329067146389848,11.176214589174222,11.24814510345459,111100,0.0,0.0,0.3207669282764502
2018-08-20,11.275119775117693,11.36503335422922,11.275119775117693,11.302093505859377,104900,0.0,0.0,0.4796204343791466
2018-08-21,11.338057724531366,11.383014509957546,11.16722296888711,11.22117042541504,449000,0.0,0.0,-0.7160008046507738
2018-08-22,11.24814423779862,11.400996783250733,11.158230673128214,11.356040000915527,160300,0.0,0.0,1.2019207479018412
2018-08-23,11.35603991020663,11.383013636400571,11.266126346254428,11.275117874145508,131100,0.0,0.0,-0.7125910683961623
2018-08-24,11.33805665916192,11.436961749301872,11.33805665916192,11.365031242370604,113900,0.0,0.0,0.7974494743977267
2018-08-27,11.365031239655156,11.454943944558115,11.338056656452917,11.418978691101074,125300,0.0,0.0,0.4746792822649226
2018-08-28,11.41897964839442,11.52687541781082,11.356040663938025,11.392005920410156,125100,0.0,0.0,-0.2362100098491137
2018-08-29,11.38301352727539,11.562839795976563,11.38301352727539,11.526874542236328,221500,0.0,0.0,1.18388827014686
2018-08-30,11.400995638310528,11.499899863532118,11.36503038755002,11.472926139831545,123000,0.0,0.0,-0.4680228123166374
2018-08-31,11.418980023792928,11.508893596668845,11.383014766138436,11.436963081359863,118300,0.0,0.0,-0.3134602108770146
2018-09-04,11.38301460336044,11.400997660670216,11.167223060519332,11.24814510345459,185500,0.0,0.0,-1.650945067865195
2018-09-05,11.212179386653087,11.212179386653087,10.987396324372437,11.095292091369627,168400,0.0,0.0,-1.358917498655099
2018-09-06,11.086300095885006,11.131256877942436,10.852525515169807,10.942439079284668,394200,0.0,0.0,-1.377638468876874
2018-09-07,10.86151675897672,10.96042099093263,10.798577780230168,10.951430320739746,181600,0.0,0.0,0.0821685310736564
2018-09-10,11.068316646554251,11.194194593112558,10.951429369407824,11.005376815795898,194500,0.0,0.0,0.4925977107665069
2018-09-11,10.951431930277195,11.050336176769113,10.915466671782008,11.014370918273926,124300,0.0,0.0,0.0817246208700384
2018-09-12,11.014369008926648,11.320074081881293,11.014369008926648,11.293100357055664,202400,0.0,0.0,2.530597896601594
2018-09-13,11.374021817495874,11.3830133451569,11.284109113323458,11.338056564331056,172300,0.0,0.0,0.3980856085043394
2018-09-14,11.392003913467516,11.463934413739702,11.311081886291504,11.311081886291504,136000,0.0,0.0,-0.2379127135810232
2018-09-17,11.347046850298678,11.418977348757055,11.302090074392398,11.320073127746582,149000,0.0,0.0,0.0794905522342181
2018-09-18,11.329065136789517,11.481917666891473,11.302090555609722,11.472926139831545,254300,0.0,0.0,1.3502829032994823
2018-09-19,11.481919483069367,11.508893211036572,11.427971169655605,11.445953369140623,174900,0.0,0.0,-0.2350993143525492
2018-09-20,11.508891489262496,11.688717744606754,11.508891489262496,11.607795715332031,394800,0.0,0.0,1.4139699942142814
2018-09-21,11.670736316190537,11.733676157438635,11.60779733242178,11.643762588500977,300600,0.0,0.0,0.3098510178072722
2018-09-24,11.670735939844624,11.715692722863734,11.55384950446598,11.571831703186035,175900,0.0,0.0,-0.6177632424932633
2018-09-25,11.697709942148885,11.724683667626604,11.643761633714176,11.670735359191896,51700,0.0,0.0,0.8546931768687038
2018-09-26,11.616789737696404,11.688720255284418,11.508893961314383,11.53586769104004,325200,0.0,0.0,-1.1556055724083691
2018-09-27,11.904509355201698,12.1203008635033,11.904509355201698,11.967449188232422,387000,0.0,0.0,3.741214000985771
2018-09-28,11.967449188232422,12.0843356121197,11.958457661016714,11.967449188232422,156700,0.0,0.0,0.0
2018-10-01,12.012405109942758,12.11131019436194,11.99442291298969,12.048370361328123,224500,0.0,0.0,0.6761772857600601
2018-10-02,11.985432994283633,12.129294019132033,11.985432994283633,12.08433723449707,147500,0.0,0.0,0.2985206471108226
2018-10-03,12.048372723132454,12.291138860681784,12.048372723132454,12.174251556396484,242800,0.0,0.0,0.7440567087348082
2018-10-04,12.210216522216797,12.273155508600793,12.075347020685554,12.210216522216797,250900,0.0,0.0,0.2954182904280067
2018-10-05,12.165258409096063,12.264163499746145,12.102319429576406,12.13828468322754,155200,0.0,0.0,-0.5891119036126491
2018-10-08,12.102319050437018,12.129292775460517,11.93148431531584,12.066353797912598,217500,0.0,0.0,-0.5925951416705044
2018-10-09,11.949466134388173,12.14727544574731,11.940474607172025,12.048370361328123,472300,0.0,0.0,-0.149037869149704
2018-10-10,11.96745219757111,11.994425928521824,11.62578179477076,11.742669105529783,1413700,0.0,0.0,-2.537283023599235
2018-10-11,11.571833921781192,11.616790713419585,11.383016082883524,11.481921195983888,542300,0.0,0.0,-2.22051653846832
2018-10-12,11.517884828648942,11.562840756449054,11.38301447281053,11.49990177154541,415600,0.0,0.0,0.1565990155707686
2018-10-15,11.472929078317534,11.553851127624512,11.427972288982607,11.553851127624512,213900,0.0,0.0,0.4691288425835882
2018-10-16,11.553849395072977,11.850562959718742,11.544857867058424,11.769640922546388,584400,0.0,0.0,1.8676871680122
2018-10-17,11.760649885128196,11.760649885128196,11.598805804032146,11.643762588500977,122500,0.0,0.0,-1.069517200004566
2018-10-18,11.544858391179387,11.544858391179387,11.275118540852146,11.284110069274902,240200,0.0,0.0,-3.0887998316047383
2018-10-19,11.320075701503184,11.463936731128488,11.24814518669053,11.32906723022461,120500,0.0,0.0,0.3984112231598891
2018-10-22,11.329065513279785,11.374021435114992,11.23915195465088,11.23915195465088,220500,0.0,0.0,-0.7936688320980823
2018-10-23,11.212178712238323,11.212178712238323,10.960421080242146,11.086299896240234,341200,0.0,0.0,-1.3599963682971006
2018-10-24,11.014369997374184,11.032353053857934,10.68169116973877,10.68169116973877,345500,0.0,0.0,-3.6496281923483087
2018-10-25,10.69967345270834,10.8525260041024,10.69967345270834,10.789587020874023,371800,0.0,0.0,1.010100829734939
2018-10-26,10.582787801258672,10.645726789165758,10.40296065155946,10.573796272277832,258000,0.0,0.0,-1.9999908076065664
2018-10-29,10.636735481304216,10.78059651807069,10.366995608627372,10.429935455322266,185600,0.0,0.0,-1.3605408431476729
2018-10-30,10.43892468187954,10.636734008789062,10.43892468187954,10.636734008789062,186600,0.0,0.0,1.982740491085888
2018-10-31,10.681690969810482,10.879500300032708,10.52883842247685,10.798578262329102,358600,0.0,0.0,1.521559657375171
2018-11-01,10.87949952975414,11.131256295634618,10.861516474880196,10.98739528656006,586600,0.0,0.0,1.748535961346387
2018-11-02,11.140248010670383,11.221169186528076,11.005377669282366,11.203186988830566,372100,0.0,0.0,1.963993254474672
2018-11-05,11.239152880811533,11.589814759385408,11.230161352711848,11.571831703186035,640900,0.0,0.0,3.290534333873052
2018-11-06,11.688718414496554,11.814597229191364,11.616787908236455,11.670735359191896,611800,0.0,0.0,0.8546931768687038
2018-11-07,11.688719909896909,11.985433500549789,11.688719909896909,11.877537727355955,869100,0.0,0.0,1.7719737600011998
2018-11-08,11.868545069320136,11.89551879568233,11.598805233260274,11.661745071411133,223700,0.0,0.0,-1.81681305417214
2018-11-09,11.607796781521644,11.616788309484544,11.302091690617424,11.356040000915527,569900,0.0,0.0,-2.621435030723185
2018-11-12,11.338057052826306,11.445952816969411,11.15823077925446,11.18520450592041,226600,0.0,0.0,-1.5043579890643644
2018-11-13,11.20318756201725,11.320074854208777,11.122265524540094,11.18520450592041,169400,0.0,0.0,0.0
2018-11-14,11.230160818742435,11.239152346414592,10.915465067530391,10.951430320739746,330700,0.0,0.0,-2.09003049570462
2018-11-15,10.942438504405468,11.365030861576845,10.942438504405468,11.293100357055664,217800,0.0,0.0,3.1198667782131206
2018-11-16,11.347047900613935,11.436961460749153,11.266125867988093,11.400996208190918,160000,0.0,0.0,0.9554139051624057
2018-11-19,11.42796993323978,11.580822470982094,11.374021625662795,11.400996208190918,213800,0.0,0.0,0.0
2018-11-20,11.257136846627432,11.311084304626055,11.086301228846558,11.104284286499023,188400,0.0,0.0,-2.60250873058554
2018-11-21,11.104283788216524,11.338057524852742,11.104283788216524,11.284110069274902,107800,0.0,0.0,1.619427043979038
2018-11-23,11.059326659392513,11.095291914484877,10.906474110880149,10.93344783782959,188500,0.0,0.0,-3.107575425022824
2018-11-26,11.050334932519029,11.176213751818132,11.014369678073471,11.023361206054688,123400,0.0,0.0,0.8223697552568687
2018-11-27,10.987395857590156,11.104283147907845,10.897482293506,10.996386528015137,221700,0.0,0.0,-0.244704655280048
2018-11-28,11.005377480155268,11.418978309841458,11.005377480155268,11.374021530151367,133700,0.0,0.0,3.434173591244205
2018-11-29,11.329066853909334,11.37402278106442,11.21217955685155,11.284110069274902,203800,0.0,0.0,-0.7904984234302637
2018-11-30,11.167222111890442,11.284109402036586,11.12226532991434,11.275117874145508,219600,0.0,0.0,-0.0796890058160526
2018-12-03,11.48191890586515,11.58082314175915,11.392005340522015,11.490909576416016,286800,0.0,0.0,1.9138753552663923
2018-12-04,11.490908035065534,11.56283853469981,11.230159759521484,11.230159759521484,168900,0.0,0.0,-2.269183437224976
2018-12-06,10.942438880860218,11.122265148349769,10.888490571873712,11.113273620605469,273300,0.0,0.0,-1.0408234737436683
2018-12-07,11.122264768197644,11.302091029540843,10.9244554519805,10.98739528656006,576000,0.0,0.0,-1.1326845567089738
2018-12-10,10.98739528656006,11.0233605388287,10.798577497779888,10.98739528656006,513600,0.0,0.0,0.0
2018-12-11,11.059325405301191,11.113272853082613,10.834542372093768,10.915464401245115,353600,0.0,0.0,-0.6546673113957069
2018-12-12,11.014369479995644,11.239152530607802,11.00537795217613,11.167222023010254,171000,0.0,0.0,2.3064306978676896
2018-12-13,11.194197079857258,11.329067440746735,11.16722335067112,11.212180137634276,127100,0.0,0.0,0.4025899595386129
2018-12-14,11.07731093143408,11.230163508554408,11.06832025908778,11.122267723083496,131100,0.0,0.0,-0.8019173206911479
2018-12-17,11.05932716216577,11.104283947444852,10.753622051243235,10.780595779418944,264200,0.0,0.0,-3.071962950104445
2018-12-18,10.81656103614634,10.933448334880213,10.74463052269155,10.780595779418944,208100,0.0,0.0,0.0
2018-12-19,10.82555171853458,10.915465282064783,10.483881377590818,10.501864433288574,203900,0.0,0.0,-2.5854911160150595
2018-12-20,10.501865956744147,10.672700723258568,10.402960851017374,10.510856628417969,409200,0.0,0.0,0.0856247496481721
2018-12-21,10.340020758700524,10.573795346866182,10.205151265709205,10.26809024810791,495600,0.0,0.0,-2.3096726450791527
2018-12-24,10.232125867387744,10.331030113536457,10.09725550538925,10.160195350646973,284100,0.0,0.0,-1.050778624397264
2018-12-26,10.178176203032477,10.429933835760249,9.89045417417706,10.39396858215332,741500,0.0,0.0,2.3008733930638625
2018-12-27,10.232124418689938,10.36699390411377,10.106245603476228,10.36699390411377,464100,0.0,0.0,-0.2595224126987205
2018-12-28,10.323641182784003,10.567506268114398,10.323641182784003,10.468153953552246,240700,0.052,0.0,0.9757896105093256
2018-12-31,10.459120448882915,10.63976139090705,10.341703621226236,10.540409088134766,255700,0.0,0.0,0.6902375997059229
2019-01-02,10.395898244614044,10.657827874015876,10.386865980512296,10.522346496582031,256800,0.0,0.0,-0.1713651851811604
2019-01-03,10.404929845672635,10.567506282323478,10.404929845672635,10.459121704101562,106400,0.0,0.0,-0.6008621033436468
2019-01-04,10.54041169243225,10.865565468413845,10.54041169243225,10.820405006408691,182700,0.0,0.0,3.454241307522521
2019-01-07,10.838469186302053,10.99201423535046,10.80234099013561,10.919757843017578,212500,0.0,0.0,0.9181988710223132
2019-01-08,11.019109847602437,11.064270306841962,10.919757526366777,11.001046180725098,197100,0.0,0.0,0.7444152047702879
2019-01-09,11.05523811879889,11.272007291003389,11.037174451797243,11.199750900268556,259700,0.0,0.0,1.8062347551236253
2019-01-10,11.127494330860705,11.253943443298342,11.028142010536628,11.25394344329834,120900,0.0,0.0,0.4838727531742304
2019-01-11,11.199751358419263,11.199751358419263,11.06427083559035,11.0913667678833,93600,0.0,0.0,-1.4446196236382547
2019-01-14,10.973948940915836,11.154590770508523,10.856532957590302,11.109430313110352,103800,0.0,0.0,0.1628613101079423
2019-01-15,11.127491938343622,11.217812836574094,11.109428275515882,11.136524200439451,160900,0.0,0.0,0.2438818784175511
2019-01-16,11.154590310633788,11.253942623722464,11.154590310633788,11.226846694946287,158800,0.0,0.0,0.8110474406662016
2019-01-17,11.154589826549907,11.190718017138275,11.046204393420794,11.100397109985352,164000,0.0,0.0,-1.126314346287971
2019-01-18,11.127493681665854,11.217814594046722,11.109430016008114,11.181686401367188,344500,0.0,0.0,0.7323097595194339
2019-01-22,11.064270351214322,11.082334879528224,10.946853501266313,10.973949432373049,213000,0.0,0.0,-1.8578321868223835
2019-01-23,10.910723266093996,11.136524659616413,10.910723266093996,11.010075569152832,137600,0.0,0.0,0.3291990454522553
2019-01-24,10.97394991279497,11.12749496472862,10.964918509606758,11.0913667678833,134100,0.0,0.0,0.7383346119641976
2019-01-25,11.136525861239727,11.44361592738325,11.091365405389674,11.43458366394043,205400,0.0,0.0,3.094450875531085
2019-01-28,11.362327696641897,11.44361634788619,11.326199502907109,11.344264030456545,141100,0.0,0.0,-0.7898812596799143
2019-01-29,11.46168036848251,11.552001286294368,11.380392576088768,11.488777160644531,125500,0.0,0.0,1.2738872244158372
2019-01-30,11.561032072072209,11.579095736506366,11.308134740446016,11.380391120910645,276800,0.0,0.0,-0.94340797300142
2019-01-31,11.380391658900333,11.54296809194928,11.380391658900333,11.470711708068848,170400,0.0,0.0,0.7936509931740776
2019-02-01,11.461679756205273,11.497807949127242,11.136526019907526,11.389423370361328,379500,0.0,0.0,-0.7086599312781883
2019-02-04,11.31716766512625,11.696514144302691,11.31716766512625,11.687481880187988,256100,0.0,0.0,2.6169762957648723
2019-02-05,11.579096243264916,12.003603143096116,11.579096243264916,11.95844268798828,442200,0.0,0.0,2.318384837538124
2019-02-06,11.967474910576495,11.967474910576495,11.71457756874247,11.72360897064209,151500,0.0,0.0,-1.9637483196877408
2019-02-07,11.714577026365076,11.732640690692012,11.597160193466022,11.633288383483888,172900,0.0,0.0,-0.7704162377334622
2019-02-08,11.651354279361795,11.651354279361795,11.497809227036829,11.552001953125,75300,0.0,0.0,-0.6987399235653058
2019-02-11,11.669417830631067,11.687481496903976,11.524905054991466,11.561033248901367,88600,0.0,0.0,0.0781794862311668
2019-02-12,11.606193073867686,11.624256739155774,11.470711708068848,11.470711708068848,101600,0.0,0.0,-0.7812583779317706
2019-02-13,11.47071104584665,11.515871498505746,11.371358739087832,11.398454666137695,131400,0.0,0.0,-0.6299264053539422
2019-02-14,11.335230549233357,11.461678783042034,11.326198286428738,11.398454666137695,76800,0.0,0.0,0.0
2019-02-15,11.43458416800048,11.561033277681965,11.416520501682603,11.54296875,137300,0.0,0.0,1.26783926501568
2019-02-19,11.479744091740002,11.506840020638206,11.398455443681335,11.452648162841797,239500,0.0,0.0,-0.7824727686125188
2019-02-20,11.452646764957432,11.606191778912647,11.42554997800255,11.570063591003418,93500,0.0,0.0,1.0252251400036494
2019-02-21,11.542967929881664,11.55200019308091,11.398455164149816,11.51587200164795,94700,0.0,0.0,-0.4683776275664297
2019-02-22,11.47071154701574,11.59716064771312,11.38039149911535,11.51587200164795,122300,0.0,0.0,0.0
