Date,Open,High,Low,Close,Volume,Dividends,Daily Return
2018-03-15,42.5419572940089,42.95665331295303,42.43947701361774,42.57770538330078,90975200,0.0,0.0
2018-03-16,42.57770450749491,42.68972003381423,42.33222460172232,42.42755889892578,157618800,0.0,-0.3526410900336785
2018-03-19,42.26072503654427,42.296473122234886,41.38843537938034,41.779296875,133787200,0.0,-1.5279267550370346
2018-03-20,41.76500701904297,42.136801740236926,41.69350719497518,41.76500701904297,78597600,0.0,-0.0342031987751845
2018-03-21,41.71732723252481,41.729244472885966,40.81643913801547,40.818824768066406,148219600,0.0,-2.2654904632127715
2018-03-22,40.5161437711339,41.154867115590015,40.18248286531819,40.2420654296875,165963200,0.0,-1.4129738953927884
2018-03-23,40.13243074523765,40.497075737654015,39.3101921081543,39.3101921081543,164115200,0.0,-2.315669714223312
2018-03-26,40.05616765256322,41.2549685427603,39.667688173684624,41.17631912231445,150164800,0.0,4.74718365411666
2018-03-27,41.39320446561603,41.74355029506835,39.7820929581999,40.12052154541016,163690400,0.0,-2.5640892615195754
2018-03-28,39.86073853576664,40.52091441646931,39.36977875061015,39.677223205566406,166674000,0.0,-1.104916692924851
2018-03-29,39.99420253474076,40.93322439232677,39.77732111349498,39.98705291748047,153594000,0.0,0.7808754919890637
2018-04-02,39.71535623717261,40.26351658811906,39.19817998519628,39.72488784790039,150347200,0.0,-0.6556248846872892
2018-04-03,39.9536871387956,40.21823388940002,39.295896889258486,40.1324348449707,121112000,0.0,1.02592359387077
2018-04-04,39.29589858119806,40.99519104149217,39.269682104365,40.89986038208008,138422000,0.0,1.9122326867878623
2018-04-05,41.131050158501374,41.52429376145345,41.01188498953015,41.1834831237793,107732800,0.0,0.6934565033955176
2018-04-06,40.74732129128462,41.10719864332776,40.08714551037383,40.13004684448242,140021200,0.0,-2.5579096263682044
2018-04-09,40.487541394925024,41.2525794110499,40.48039177882149,40.52805709838867,116070800,0.0,0.9918011196166088
2018-04-10,41.23113551284328,41.4694657759233,40.880789735185154,41.29071807861328,113634400,0.0,1.8818098740167155
2018-04-11,41.04761293288134,41.45039158811751,40.921298206717765,41.09766387939453,89726400,0.0,-0.4675486603337719
2018-04-12,41.32885803470066,41.70780233743199,41.24067335113477,41.502838134765625,91557200,0.0,0.9858814762808032
2018-04-13,41.65536130124774,41.90799078740204,41.43371591168517,41.6434440612793,100497200,0.0,0.3387862922942908
2018-04-16,41.71495340981598,41.9914174391686,41.667288075666335,41.90323638916016,86313600,0.0,0.623849284652267
2018-04-17,42.06291768539299,42.6468262170711,42.04385082421334,42.47999572753906,106421600,0.0,1.376407619264719
2018-04-18,42.37750538149936,42.61822128536205,42.15585997255834,42.3846549987793,83018000,0.0,-0.2244367663576718
2018-04-19,41.41227821168992,41.80075782625844,41.15011702193265,41.1834831237793,139235200,0.0,-2.833978181572072
2018-04-20,40.65916237226506,40.80692603719976,39.426991165322114,39.49610900878906,261964400,0.0,-4.097210791808781
2018-04-23,39.76064674983872,39.7820956053226,39.107620379817824,39.3817024230957,146062000,0.0,-0.2896654596226233
2018-04-24,39.48417872921422,39.64147759349071,38.42360966546815,38.83353805541992,134768000,0.0,-1.3919265393522062
2018-04-25,38.75726669894535,39.42459217117056,38.70721937959143,39.00274658203125,113528400,0.0,0.4357278143697574
2018-04-26,39.11477253752915,39.49848451372204,38.93602479029579,39.13860702514648,111852000,0.0,0.3483355789559272
2018-04-27,39.08616891230559,39.1648183471225,38.28299697093952,38.68577575683594,142623200,0.0,-1.156993829697628
2018-04-30,38.64049181630547,39.86312375434856,38.57137399437725,39.3864631652832,169709600,0.0,1.8112274983226984
2018-05-01,39.66053071662648,40.325470395664816,39.38883442544743,40.301639556884766,214277600,0.0,2.3235810429615755
2018-05-02,41.76260494463976,42.36319813904484,41.42179446328109,42.08197021484375,266157600,0.0,4.417514219107854
2018-05-03,41.91754038745376,42.30363436554656,41.574344123979145,42.15825271606445,136272800,0.0,0.181271220979573
2018-05-04,42.48237245904393,43.91235414069478,42.46330560022614,43.812255859375,224805200,0.0,3.9233199593214696
2018-05-07,44.13399448595116,44.72743812485278,44.0315142227882,44.12923049926758,169805600,0.0,0.7234839514084213
2018-05-08,44.088717240486375,44.38186244956893,43.77411954361241,44.341346740722656,113611200,0.0,0.4806706100587865
2018-05-09,44.46051749501381,44.66309606485752,44.14353776458945,44.653564453125,92844800,0.0,0.704123206333751
2018-05-10,44.7441329396129,45.37093917123087,44.72268044824132,45.29228973388672,111957200,0.0,1.4304015560330452
2018-05-11,45.33534836714269,45.471718561367496,44.847277780964376,45.12002182006836,104848800,0.1825,-0.3803471072681752
2018-05-14,45.22050979722866,45.34492045793883,44.94537455690229,45.01475524902344,83115200,0.0,-0.2333034577525428
2018-05-15,44.68698429783126,44.75636863971936,44.285047223124366,44.60564041137695,94780800,0.0,-0.9088460780987128
2018-05-16,44.51711818548249,45.08892385595156,44.50036898247598,45.02193069458008,76732400,0.0,0.933268257924058
2018-05-17,44.97886887487019,45.196586616325874,44.586500164753886,44.73722839355469,69176000,0.0,-0.6323635984355147
2018-05-18,44.78507591674977,44.933409310783176,44.531472249278,44.57453536987305,73190800,0.0,-0.3636636186990061
2018-05-21,44.97886377609275,45.28271137803996,44.71808294205859,44.89034271240234,73603200,0.0,0.7084927300055277
2018-05-22,45.06978129971088,45.18940594174161,44.686980984950765,44.77789688110352,60962800,0.0,-0.2504900263721077
2018-05-23,44.58410129641351,45.09848574786496,44.44294145777195,45.06499099731445,80233600,0.0,0.6411514077430791
2018-05-24,45.16309230048141,45.17983785348113,44.550614664146245,45.01475524902344,92936000,0.0,-0.1114740005029868
2018-05-25,45.03389510359903,45.37362867443834,44.89513007032867,45.11763381958008,69844000,0.0,0.2285441073432759
2018-05-29,44.88316511975306,45.15830032371535,44.70851052181813,44.95493698120117,90056400,0.0,-0.3606058753646279
2018-05-30,44.91188425933756,44.97887377929688,44.68698930633627,44.85924911499024,74762000,0.0,-0.2128528536275098
2018-05-31,44.79225770367438,45.0338982011347,44.53386800160396,44.7085189819336,109931200,0.0,-0.3360068124864668
2018-06-01,44.976486178486525,45.51957956917448,44.91906502081521,45.51479721069336,93770000,0.0,1.80341073048198
2018-06-04,45.84972562212537,46.27558899041177,45.780344946672464,45.89518356323242,105064800,0.0,0.8357421670543985
2018-06-05,46.19186914975743,46.4000148952878,46.02200052191133,46.24928665161133,86264000,0.0,0.7715473844680076
2018-06-06,46.3258413546124,46.43350280536196,45.91672346097873,46.409576416015625,83734400,0.0,0.3465778091059857
2018-06-07,46.44785928161544,46.46221365561134,46.01720980846528,46.28517150878906,85388800,0.0,-0.2680587000221557
2018-06-08,45.737288129188,45.93586548577275,45.40234057028274,45.86408996582031,106627200,0.0,-0.9097547427015408
2018-06-11,45.78034889973656,45.92868227771211,45.507604880197,45.75163650512695,73234000,0.0,-0.2451884704943729
2018-06-12,45.78992167053473,46.08180609768404,45.73250052644399,46.00285339355469,67644400,0.0,0.5490883116270329
2018-06-13,46.03634886177348,46.14640514365616,45.56263628031,45.62483978271485,86553600,0.0,-0.8217177478230253
2018-06-14,45.82820636234344,45.83299237075829,45.51000433986997,45.64876937866211,86440400,0.0,0.0524486136526336
2018-06-15,45.46454735885845,45.49565093823791,45.0410750461309,45.17984008789063,246876800,0.0,-1.0272550545265768
2018-06-18,44.95016355942684,45.27075677313676,44.78747212294477,45.15591812133789,73939600,0.0,-0.0529483205478298
2018-06-19,44.29461302818648,44.579320264971926,43.89028114741752,44.42620086669922,134314000,0.0,-1.6159947244962614
2018-06-20,44.58410155865421,44.78746124153055,44.43576453335461,44.61998748779297,82514800,0.0,0.4361989486231454
2018-06-21,44.79942461960192,45.06260026988523,44.24675940466101,44.37117004394531,102847600,0.0,-0.5576367405206617
2018-06-22,44.52907994522662,44.53625713239949,44.18934636664346,44.241981506347656,108801600,0.0,-0.2911542280036983
2018-06-25,43.87831719237469,44.24197712596471,43.23952204265311,43.58404159545898,126652400,0.0,-1.487139337993426
2018-06-26,43.78023607708131,44.62717709640364,43.67257095838645,44.12475204467773,98276800,0.0,1.2406156690046188
2018-06-27,44.31614882544421,44.80661064280529,44.0290503825624,44.06015396118164,101141200,0.0,-0.1463987456081006
2018-06-28,44.04578980415899,44.55060588394736,43.97401429671604,44.3807373046875,69460800,0.0,0.7276037750306275
2018-06-29,44.56975753466275,44.78508412908644,43.76109725530456,44.287445068359375,90950800,0.0,-0.210208847337634
2018-07-02,43.97881389124491,44.81140054310935,43.88311196820269,44.78268814086914,70925200,0.0,1.1182471053485576
2018-07-03,44.92863664156084,44.966917416113496,43.91182684043533,44.002742767333984,55819200,0.0,-1.741622501717066
2018-07-05,44.32332058474467,44.59845944891373,44.08885731101403,44.356815338134766,66416800,0.0,0.8046602291883254
2018-07-06,44.36161597640709,45.08175523712312,44.30898082505583,44.9717025756836,69940800,0.0,1.3862294505624595
2018-07-09,45.33774449150754,45.62005692652824,45.289895359378335,45.596134185791016,79026400,0.0,1.3884989323153851
2018-07-10,45.62723325261464,45.76360344823064,45.50042777156198,45.54110336303711,63756400,0.0,-0.1206918606951878
2018-07-11,45.09848672782636,45.40472549684362,44.88555502670257,44.95015335083008,75326000,0.0,-1.2976190047399472
2018-07-12,45.344914844462025,45.794704650125325,45.292279711856565,45.70378875732422,72164400,0.0,1.6766025259404849
2018-07-13,45.71575377987133,45.89758192209254,45.67268701026498,45.77556610107422,50055600,0.0,0.1570490011913783
2018-07-16,45.82103302815426,46.091382290522645,45.5578573030292,45.67509078979492,60172400,0.0,-0.2194955078380522
2018-07-17,45.39755623356014,45.904763598763786,45.26596838391163,45.80427932739258,62138000,0.0,0.2828424319772038
2018-07-18,45.88323146307547,45.88801747136319,45.44061878815624,45.55306625366211,65573600,0.0,-0.5484489166064366
2018-07-19,45.38320133490904,46.06745449452213,45.38320133490904,45.90715789794922,81147200,0.0,0.777316816205853
2018-07-20,45.88323139971244,46.03874198762893,45.498039872813685,45.80188751220703,82704800,0.0,-0.2293114855339117
2018-07-23,45.62005606082518,45.92629853208127,45.35209800546265,45.842559814453125,63957600,0.0,0.0888004937247499
2018-07-24,46.043529640156365,46.33302291569908,45.94783137504487,46.17511749267578,74791600,0.0,0.7254343552556275
2018-07-25,46.189480167123776,46.6177385594899,46.03875190436687,46.61056137084961,66839600,0.0,0.9430271146422032
2018-07-26,46.5603016740578,46.88328965640388,46.32105239843973,46.464603424072266,76304000,0.0,-0.3131435075755751
2018-07-27,46.65121780320391,46.69906692843894,45.48128898553421,45.69182586669922,96096000,0.0,-1.6631532401559013
2018-07-30,45.91194828608893,45.98372382040918,45.234875845814265,45.43584442138672,84118000,0.0,-0.5602346600446562
2018-07-31,45.529139671798426,45.969357480101,45.299458751879385,45.5267448425293,157492000,0.0,0.2000632370767308
2018-08-01,47.64171671783945,48.27093992662869,47.20628121721838,48.20873641967773,271742800,0.0,5.891024246132859
2018-08-02,47.9886177610531,49.85476274843389,47.93359145257374,49.61790466308594,249616000,0.0,2.923055753091708
2018-08-03,49.53177843416344,49.9408963116286,49.16094131787774,49.76145935058594,133789600,0.0,0.2893203340099903
2018-08-06,49.76385698266744,50.06291862318828,49.54135687443424,50.01985549926758,101701600,0.0,0.5192696356856263
2018-08-07,50.07966109474727,50.12272421287863,49.46717987075149,49.55091857910156,102349600,0.0,-0.9375015491056016
2018-08-08,49.29733218787889,49.71840975433027,48.93128095297013,49.58443069458008,90102000,0.0,0.067631673517865
2018-08-09,50.129906339179925,50.18971866513711,49.572455023180446,49.974395751953125,93970400,0.0,0.786466743512837
2018-08-10,49.78472405237658,50.20247913084791,49.61906249257834,49.82553863525391,98444800,0.1825,-0.2978667664899181
2018-08-13,50.252898231898726,50.64664302856238,49.86635579355847,50.14725875854492,103563600,0.0,0.6456932169788487
2018-08-14,50.45697669999638,50.55301059019131,50.00080656292526,50.35853958129883,82992000,0.0,0.4213207820016773
2018-08-15,50.231286067021394,50.59622139341276,50.01760757701056,50.47617721557617,115230400,0.0,0.2336001704088985
2018-08-16,50.83871196926497,51.333293421632085,50.77148751924173,51.21565246582031,114001600,0.0,1.464998522146299
2018-08-17,51.24447176336141,52.32726919362248,51.177247300396026,52.23843765258789,141708000,0.0,1.9970168054583624
2018-08-20,52.36327961774551,52.62257185655505,51.64541400877879,51.72944641113281,121150800,0.0,-0.9743615320965904
2018-08-21,52.051158946768886,52.14479326380756,51.38611314123597,51.62860107421875,104639200,0.0,-0.194947643770571
2018-08-22,51.40292111631197,51.945519509803,51.34049579594355,51.631004333496094,76072400,0.0,0.0046548990817907
2018-08-23,51.53496772760474,52.11118202008043,51.52296623973766,51.73664474487305,75532800,0.0,0.2046065396958063
